Index,Title_x,ID,Rating,Release Year,Duration,Cleaned_Title,Title_y,BoxOfficeMojo_Link,Title,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
26,26. Up,tt1049413,8.3,3h,1h 36m,Up,26. Up,https://www.boxofficemojo.com/title/tt1049413/,Up (2009),"$735,102,136","$293,004,164","$442,094,938",Pete Docter,"Edward Asner (Carl Fredricksen), Jordan Nagai (Russell), John Ratzenberger (Construction Foreman Tom), Christopher Plummer (Charles Muntz)"
27,27. Iron Man,tt0371746,7.9,R,2h 6m,Iron Man,27. Iron Man,https://www.boxofficemojo.com/title/tt0371746/,Iron Man (2008),"$585,796,247","$319,034,126","$266,762,121",Jon Favreau,"Robert Downey Jr. (Tony Stark), Gwyneth Paltrow (Pepper Potts), Terrence Howard (Rhodey), Jeff Bridges (Obadiah Stane)"
28,28. Mad Max: Fury Road,tt1392190,8.1,2009,2h,Mad Max: Fury Road,28. Mad Max: Fury Road,https://www.boxofficemojo.com/title/tt1392190/,Mad Max: Fury Road (2015),"$380,437,267","$154,280,290","$226,156,977",George Miller,"Tom Hardy (Max Rockatansky), Charlize Theron (Imperator Furiosa), Nicholas Hoult (Nux), Zoë Kravitz (Toast the Knowing)"
29,29. Finding Nemo,tt0266543,8.2,2h 33m,1h 40m,Finding Nemo,29. Finding Nemo,https://www.boxofficemojo.com/title/tt0266543/,Finding Nemo (2003),"$941,637,960","$380,843,261","$560,794,699",Andrew Stanton,"Albert Brooks (Marlin), Ellen DeGeneres (Dory), Alexander Gould (Nemo), Willem Dafoe (Gill)"
30,30. Catch Me If You Can,tt0264464,8.1,R,2h 21m,Catch Me If You Can,30. Catch Me If You Can,https://www.boxofficemojo.com/title/tt0264464/,Catch Me If You Can (2002),"$352,114,312","$164,615,351","$187,498,961",Steven Spielberg,"Leonardo DiCaprio (Frank Abagnale Jr.), Tom Hanks (Carl Hanratty), Christopher Walken (Frank Abagnale), Martin Sheen (Roger Strong)"
31,31. Eternal Sunshine of the Spotless Mind,tt0338013,8.3,2005,1h 48m,Eternal Sunshine of the Spotless Mind,31. Eternal Sunshine of the Spotless Mind,https://www.boxofficemojo.com/title/tt0338013/,Eternal Sunshine of the Spotless Mind (2004),"$73,315,707","$34,400,301","$38,902,664",Michel Gondry,"Jim Carrey (Joel Barish), Kate Winslet (Clementine Kruczynski), Tom Wilkinson (Dr. Mierzwiak), Gerry Robert Byrne (Train Conductor)"
32,32. Gone Girl,tt2267998,8.1,2h 20m,2h 29m,Gone Girl,32. Gone Girl,https://www.boxofficemojo.com/title/tt2267998/,Gone Girl (2014),"$370,890,259","$167,767,189","$203,122,897",David Fincher,"Ben Affleck (Nick Dunne), Rosamund Pike (Amy Dunne), Neil Patrick Harris (Desi Collings), Tyler Perry (Tanner Bolt)"
33,33. No Country for Old Men,tt0477348,8.2,PG-13,2h 2m,No Country for Old Men,33. No Country for Old Men,https://www.boxofficemojo.com/title/tt0477348/,No Country for Old Men (2007),"$171,632,777","$74,283,625","$97,344,115",Ethan Coen,"Tommy Lee Jones (Ed Tom Bell), Javier Bardem (Anton Chigurh), Josh Brolin (Llewelyn Moss), Woody Harrelson (Carson Wells)"
34,34. Whiplash,tt2582802,8.5,2019,1h 46m,Whiplash,34. Whiplash,https://www.boxofficemojo.com/title/tt2582802/,Whiplash (2014),"$50,360,880","$14,003,391","$36,348,474",Damien Chazelle,"Miles Teller (Andrew), J.K. Simmons (Fletcher), Melissa Benoist (Nicole), Paul Reiser (Jim Neimann)"
35,35. The Hunger Games,tt1392170,7.2,2h 2m,2h 22m,The Hunger Games,35. The Hunger Games,https://www.boxofficemojo.com/title/tt1392170/,The Hunger Games (2012),"$695,220,619","$408,010,692","$287,209,927",Gary Ross,"Jennifer Lawrence (Katniss Everdeen), Josh Hutcherson (Peeta Mellark), Liam Hemsworth (Gale Hawthorne), Stanley Tucci (Caesar Flickerman)"
36,36. Parasite,tt6751668,8.5,R,2h 12m,Parasite,36. Parasite,https://www.boxofficemojo.com/title/tt6751668/,Parasite (2019),"$262,129,969","$53,369,749","$208,749,363",Bong Joon Ho,"Song Kang-ho (Ki Taek), Lee Sun-kyun (Dong Ik), Cho Yeo-jeong (Yeon Kyo), Choi Woo-sik (Ki Woo)"
37,"37. Monsters, Inc.",tt0198781,8.1,2010,1h 32m,"Monsters, Inc.","37. Monsters, Inc.",https://www.boxofficemojo.com/title/tt0198781/,"Monsters, Inc. (2001)","$579,770,299","$290,642,256","$289,112,013",Pete Docter,"Billy Crystal (Mike), John Goodman (Sullivan), Mary Gibbs (Boo), Steve Buscemi (Randall)"
38,38. A Beautiful Mind,tt0268978,8.2,2h 18m,2h 15m,A Beautiful Mind,38. A Beautiful Mind,https://www.boxofficemojo.com/title/tt0268978/,A Beautiful Mind (2001),"$316,791,257","$170,742,341","$146,048,916",John Nash,"Russell Crowe (John Nash), Ed Harris (Parcher), Jennifer Connelly (Alicia Nash), Christopher Plummer (Dr. Rosen)"
39,39. Star Wars: Episode VII - The Force Awakens,tt2488496,7.8,R,2h 18m,Star Wars: Episode VII - The Force Awakens,39. Star Wars: Episode VII - The Force Awakens,https://www.boxofficemojo.com/title/tt2488496/,Star Wars: Episode VII - The Force Awakens (2015),"$2,071,310,218","$936,662,225","$1,134,647,993",J.J. Abrams,"Daisy Ridley (Rey), John Boyega (Finn), Oscar Isaac (Poe Dameron), Domhnall Gleeson (General Hux)"
40,40. Harry Potter and the Deathly Hallows: Part 2,tt1201607,8.1,2012,2h 10m,Harry Potter and the Deathly Hallows: Part 2,40. Harry Potter and the Deathly Hallows: Part 2,https://www.boxofficemojo.com/title/tt1201607/,Harry Potter and the Deathly Hallows: Part 2 (2011),"$1,342,499,744","$381,447,587","$960,932,102",David Yates,"Daniel Radcliffe (Harry Potter), Emma Watson (Hermione Granger), Rupert Grint (Ron Weasley), Michael Gambon (Professor Albus Dumbledore)"
41,41. The Intouchables,tt1675434,8.5,2h 23m,1h 52m,The Intouchables,41. The Intouchables,https://www.boxofficemojo.com/title/tt1675434/,The Intouchables (2011),"$426,590,315","$10,198,820","$416,389,690",Olivier Nakache,"François Cluzet (Philippe), Omar Sy (Driss), Anne Le Ny (Yvonne), Audrey Fleurot (Magalie)"
42,42. The Martian,tt3659388,8.0,PG-13,2h 24m,The Martian,42. The Martian,https://www.boxofficemojo.com/title/tt3659388/,The Martian (2015),"$630,621,406","$228,433,663","$402,187,155",Ridley Scott,"Matt Damon (Mark Watney), Jessica Chastain (Melissa Lewis), Kristen Wiig (Annie Montrose), Kate Mara (Beth Johanssen)"
43,43. The Pianist,tt0253474,8.5,2006,2h 30m,The Pianist,43. The Pianist,https://www.boxofficemojo.com/title/tt0253474/,The Pianist (2002),"$120,098,945","$32,590,750","$87,500,000",Roman Polanski,"Adrien Brody (Wladyslaw Szpilman), Thomas Kretschmann (Captain Wilm Hosenfeld), Frank Finlay (Father), Emilia Fox (Dorota)"
44,44. Avengers: Age of Ultron,tt2395427,7.3,2h 10m,2h 21m,Avengers: Age of Ultron,44. Avengers: Age of Ultron,https://www.boxofficemojo.com/title/tt2395427/,Avengers: Age of Ultron (2015),"$1,405,018,048","$459,005,868","$946,012,180",Joss Whedon,"Robert Downey Jr. (Tony Stark/Iron Man), Chris Evans (Steve Rogers/Captain America), Mark Ruffalo (Bruce Banner/Hulk), Chris Hemsworth (Thor)"
45,45. Spider-Man: No Way Home,tt10872600,8.2,PG-13,2h 28m,Spider-Man: No Way Home,45. Spider-Man: No Way Home,https://www.boxofficemojo.com/title/tt10872600/,Spider-Man: No Way Home (2021),"$1,952,723,719","$814,866,759","$1,137,831,590",Jon Watts,"Tom Holland (Peter Parker/Spider-Man), Zendaya (MJ), Benedict Cumberbatch (Doctor Strange), Jacob Batalon (Ned Leeds)"
46,46. Dune: Part One,tt1160419,8.0,2006,2h 35m,Dune: Part One,46. Dune: Part One,https://www.boxofficemojo.com/title/tt1160419/,Dune: Part One (2021),"$407,673,628","$108,897,830","$298,775,798",Denis Villeneuve,"Timothée Chalamet (Paul Atreides), Rebecca Ferguson (Lady Jessica Atreides), Zendaya (Chani), Oscar Isaac (Duke Leto Atreides)"
47,47. Thor,tt0800369,7.0,2h 31m,1h 55m,Thor,47. Thor,https://www.boxofficemojo.com/title/tt0800369/,Thor (2011),"$449,326,618","$181,030,624","$268,295,994",Kenneth Branagh,"Chris Hemsworth (Thor), Anthony Hopkins (Odin), Natalie Portman (Jane Foster), Tom Hiddleston (Loki)"
48,48. Captain America: The Winter Soldier,tt1843866,7.7,R,2h 16m,Captain America: The Winter Soldier,48. Captain America: The Winter Soldier,https://www.boxofficemojo.com/title/tt1843866/,Captain America: The Winter Soldier (2014),"$714,421,503","$259,766,572","$454,654,931",Anthony Russo,"Chris Evans (Steve Rogers/Captain America), Samuel L. Jackson (Nick Fury), Scarlett Johansson (Natasha Romanoff/Black Widow), Robert Redford (Alexander Pierce)"
49,49. Iron Man 3,tt1300854,7.1,2009,2h 10m,Iron Man 3,49. Iron Man 3,https://www.boxofficemojo.com/title/tt1300854/,Iron Man 3 (2013),"$1,266,152,644","$409,013,994","$857,138,650",Shane Black,"Robert Downey Jr. (Tony Stark), Guy Pearce (Aldrich Killian), Gwyneth Paltrow (Pepper Potts), Don Cheadle (Colonel James Rhodes)"
50,50. Captain America: The First Avenger,tt0458339,6.9,2h 42m,2h 4m,Captain America: The First Avenger,50. Captain America: The First Avenger,https://www.boxofficemojo.com/title/tt0458339/,Captain America: The First Avenger (2011),"$370,569,774","$176,654,505","$193,915,269",Joe Johnston,"Chris Evans (Captain America/Steve Rogers), Hugo Weaving (Johann Schmidt/Red Skull), Samuel L. Jackson (Nick Fury), Hayley Atwell (Peggy Carter)"
51,51. Toy Story 3,tt0435761,8.3,PG-13,1h 43m,Toy Story 3,51. Toy Story 3,https://www.boxofficemojo.com/title/tt0435761/,Toy Story 3 (2010),"$1,067,316,101","$415,004,880","$652,311,221",Lee Unkrich,"Tom Hanks (Woody), Tim Allen (Buzz Lightyear), Joan Cusack (Jessie), Ned Beatty (Lotso)"
52,52. The Grand Budapest Hotel,tt2278388,8.1,2019,1h 39m,The Grand Budapest Hotel,52. The Grand Budapest Hotel,https://www.boxofficemojo.com/title/tt2278388/,The Grand Budapest Hotel (2014),"$174,567,384","$59,301,324","$115,261,956",Wes Anderson,"Ralph Fiennes (M. Gustave), F. Murray Abraham (Mr. Moustafa), Mathieu Amalric (Serge X.), Adrien Brody (Dmitri)"
53,53. Spider-Man,tt0145487,7.4,3h 1m,2h 1m,Spider-Man,53. Spider-Man,https://www.boxofficemojo.com/title/tt0145487/,Spider-Man (2002),"$825,802,095","$407,774,549","$418,002,176",Sam Raimi,"Tobey Maguire (Spider-Man/Peter Parker), Kirsten Dunst (Mary Jane Watson), Willem Dafoe (Green Goblin/Norman Osborn), James Franco (Harry Osborn)"
54,54. The Revenant,tt1663202,8.0,PG-13,2h 36m,The Revenant,54. The Revenant,https://www.boxofficemojo.com/title/tt1663202/,The Revenant (2015),"$532,950,503","$183,637,894","$349,312,609",Alejandro G. Iñárritu,"Leonardo DiCaprio (Hugh Glass), Tom Hardy (John Fitzgerald), Will Poulter (Bridger), Domhnall Gleeson (Captain Andrew Henry)"
55,55. The Hobbit: An Unexpected Journey,tt0903624,7.8,2014,2h 49m,The Hobbit: An Unexpected Journey,55. The Hobbit: An Unexpected Journey,https://www.boxofficemojo.com/title/tt0903624/,The Hobbit: An Unexpected Journey (2012),"$1,017,107,150","$303,030,651","$714,000,401",Peter Jackson,"Martin Freeman (Bilbo), Ian McKellen (Gandalf), Richard Armitage (Thorin), Andy Serkis (Gollum)"
56,56. Iron Man 2,tt1228705,6.9,2h 1m,2h 4m,Iron Man 2,56. Iron Man 2,https://www.boxofficemojo.com/title/tt1228705/,Iron Man 2 (2010),"$623,933,331","$312,433,331","$311,500,000",Jon Favreau,"Robert Downey Jr. (Tony Stark), Mickey Rourke (Ivan Vanko), Gwyneth Paltrow (Pepper Potts), Don Cheadle (Lt. Col. James 'Rhodey' Rhodes)"
57,57. Slumdog Millionaire,tt1010048,8.0,PG-13,2h,Slumdog Millionaire,57. Slumdog Millionaire,https://www.boxofficemojo.com/title/tt1010048/,Slumdog Millionaire (2008),"$378,411,362","$141,319,928","$237,090,614",Danny Boyle,"Dev Patel (Older Jamal), Freida Pinto (Older Latika), Saurabh Shukla (Sergeant Srinivas), Anil Kapoor (Prem)"
58,58. Spirited Away,tt0245429,8.6,2018,2h 4m,Spirited Away,58. Spirited Away,https://www.boxofficemojo.com/title/tt0245429/,Spirited Away (2001),"$358,380,478","$15,205,725","$342,900,831",Hayao Miyazaki,"Daveigh Chase (Chihiro), Suzanne Pleshette (Yubaba/Zeniba), Miyu Irino (Haku), Rumi Hiiragi (Chihiro Ogino/Sen)"
59,59. Harry Potter and the Sorcerer's Stone,tt0241527,7.7,2h 29m,2h 32m,Harry Potter and the Sorcerer's Stone,59. Harry Potter and the Sorcerer's Stone,https://www.boxofficemojo.com/title/tt0241527/,Harry Potter and the Sorcerer's Stone (2001),"$1,026,414,475","$318,886,962","$707,330,461",Chris Columbus,"Daniel Radcliffe (Harry Potter), Rupert Grint (Ron Weasley), Emma Watson (Hermione Granger), Richard Harris (Albus Dumbledore)"
60,60. Once Upon a Time... in Hollywood,tt7131622,7.6,PG-13,2h 41m,Once Upon a Time... in Hollywood,60. Once Upon a Time... in Hollywood,https://www.boxofficemojo.com/title/tt7131622/,Once Upon a Time... in Hollywood (2019),"$392,105,159","$142,502,728","$249,602,348",Quentin Tarantino,"Leonardo DiCaprio (Rick Dalton), Brad Pitt (Cliff Booth), Margot Robbie (Sharon Tate), Emile Hirsch (Jay Sebring)"
61,61. 300,tt0416449,7.6,2003,1h 57m,300,61. 300,https://www.boxofficemojo.com/title/tt0416449/,300 (2006),"$456,082,343","$210,629,101","$245,453,242",Zack Snyder,"Gerard Butler (King Leonidas), Lena Headey (Queen Gorgo), David Wenham (Dilios), Dominic West (Theron)"
62,62. Gravity,tt1454468,7.7,2h 23m,1h 31m,Gravity,62. Gravity,https://www.boxofficemojo.com/title/tt1454468/,Gravity (2013),"$723,719,539","$274,092,705","$449,626,800",Alfonso Cuarón,"Sandra Bullock (Ryan Stone), George Clooney (Matt Kowalski), Ed Harris (Mission Control), Orto Ignatiussen (Aningaaq)"
63,63. Captain America: Civil War,tt3498820,7.8,PG-13,2h 27m,Captain America: Civil War,63. Captain America: Civil War,https://www.boxofficemojo.com/title/tt3498820/,Captain America: Civil War (2016),"$1,155,046,416","$408,084,349","$746,962,067",Anthony Russo,"Chris Evans (Steve Rogers/Captain America), Robert Downey Jr. (Tony Stark/Iron Man), Scarlett Johansson (Natasha Romanoff/Black Widow), Sebastian Stan (Bucky Barnes/Winter Soldier)"
64,64. Logan,tt3315342,8.1,2008,2h 17m,Logan,64. Logan,https://www.boxofficemojo.com/title/tt3315342/,Logan (2017),"$619,180,476","$226,277,068","$392,902,882",James Mangold,"Hugh Jackman (Logan/X-24), Patrick Stewart (Charles), Dafne Keen (Laura), Boyd Holbrook (Pierce)"
65,65. The Hangover,tt1119646,7.7,1h 38m,1h 40m,The Hangover,65. The Hangover,https://www.boxofficemojo.com/title/tt1119646/,The Hangover (2009),"$469,328,922","$277,339,746","$191,988,333",Todd Phillips,"Zach Galifianakis (Alan), Bradley Cooper (Phil), Justin Bartha (Doug), Ed Helms (Stu)"
66,66. Donnie Darko,tt0246578,8.0,G,1h 53m,Donnie Darko,66. Donnie Darko,https://www.boxofficemojo.com/title/tt0246578/,Donnie Darko (2001),"$7,413,872","$1,478,493","$5,924,648",Richard Kelly,"Jake Gyllenhaal (Donnie Darko), Jena Malone (Gretchen Ross), Mary McDonnell (Rose Darko), Holmes Osborne (Eddie Darko)"
67,67. Star Wars: Episode III - Revenge of the Sith,tt0121766,7.6,2003,2h 20m,Star Wars: Episode III - Revenge of the Sith,67. Star Wars: Episode III - Revenge of the Sith,https://www.boxofficemojo.com/title/tt0121766/,Star Wars: Episode III - Revenge of the Sith (2005),"$850,035,635","$380,270,577","$469,765,058",George Lucas,"Hayden Christensen (Anakin Skywalker), Natalie Portman (Padmé), Ewan McGregor (Obi-Wan Kenobi), Samuel L. Jackson (Mace Windu)"
68,68. Ratatouille,tt0382932,8.1,1h 51m,1h 51m,Ratatouille,68. Ratatouille,https://www.boxofficemojo.com/title/tt0382932/,Ratatouille (2007),"$623,729,380","$206,445,654","$417,280,431",Brad Bird,"Brad Garrett (Gusteau), Lou Romano (Linguini), Patton Oswalt (Remy), Ian Holm (Skinner)"
69,69. Black Panther,tt1825683,7.3,R,2h 14m,Black Panther,69. Black Panther,https://www.boxofficemojo.com/title/tt1825683/,Black Panther (2018),"$1,349,926,083","$700,426,566","$649,499,517",Ryan Coogler,"Chadwick Boseman (T'Challa/Black Panther), Michael B. Jordan (Erik Killmonger), Lupita Nyong'o (Nakia), Danai Gurira (Okoye)"
70,70. The Batman,tt1877830,7.8,2005,2h 56m,The Batman,70. The Batman,https://www.boxofficemojo.com/title/tt1877830/,The Batman (2022),"$772,319,315","$369,345,583","$402,973,732",Matt Reeves,"Robert Pattinson (Bruce Wayne/The Batman), Zoë Kravitz (Selina Kyle), Jeffrey Wright (Lt. James Gordon), Colin Farrell (Oz/The Penguin)"
71,71. Prisoners,tt1392214,8.2,2h 12m,2h 33m,Prisoners,71. Prisoners,https://www.boxofficemojo.com/title/tt1392214/,Prisoners (2013),"$122,127,446","$61,002,302","$61,124,385",Denis Villeneuve,"Hugh Jackman (Keller Dover), Jake Gyllenhaal (Detective Loki), Viola Davis (Nancy Birch), Melissa Leo (Holly Jones)"
72,72. Black Swan,tt0947798,8.0,R,1h 48m,Black Swan,72. Black Swan,https://www.boxofficemojo.com/title/tt0947798/,Black Swan (2010),"$329,398,046","$106,954,678","$222,443,368",Darren Aronofsky,"Natalie Portman (Nina Sayers/The Swan Queen), Mila Kunis (Lily/The Black Swan), Vincent Cassel (Thomas Leroy/The Gentleman), Winona Ryder (Beth Macintyre/The Dying Swan)"
73,73. Inside Out,tt2096673,8.1,2016,1h 35m,Inside Out,73. Inside Out,https://www.boxofficemojo.com/title/tt2096673/,Inside Out (2015),"$859,076,254","$356,461,711","$502,609,564",Pete Docter,"Amy Poehler (Joy), Bill Hader (Fear), Lewis Black (Anger), Mindy Kaling (Disgust)"
74,74. The Imitation Game,tt2084970,8.0,1h 48m,1h 54m,The Imitation Game,74. The Imitation Game,https://www.boxofficemojo.com/title/tt2084970/,The Imitation Game (2014),"$233,555,708","$91,125,683","$142,430,025",Alan Turing,"Benedict Cumberbatch (Alan Turing), Keira Knightley (Joan Clarke), Matthew Goode (Hugh Alexander), Allen Leech (John Cairncross)"
75,75. Thor: Ragnarok,tt3501632,7.9,R,2h 10m,Thor: Ragnarok,75. Thor: Ragnarok,https://www.boxofficemojo.com/title/tt3501632/,Thor: Ragnarok (2017),"$855,301,806","$315,058,289","$540,243,517",Taika Waititi,"Chris Hemsworth (Thor), Tom Hiddleston (Loki), Cate Blanchett (Hela), Mark Ruffalo (Bruce Banner/Hulk)"
76,76. I Am Legend,tt0480249,7.2,2009,1h 41m,I Am Legend,76. I Am Legend,https://www.boxofficemojo.com/title/tt0480249/,I Am Legend (2007),"$585,410,052","$256,393,010","$329,017,042",Francis Lawrence,"Will Smith (Robert Neville), Alice Braga (Anna), Charlie Tahan (Ethan), Salli Richardson-Whitfield (Zoe Neville)"
77,77. The Incredibles,tt0317705,8.0,1h 36m,1h 55m,The Incredibles,77. The Incredibles,https://www.boxofficemojo.com/title/tt0317705/,The Incredibles (2004),"$631,688,498","$261,441,092","$370,243,558",Brad Bird,"Craig T. Nelson (Bob Parr/Mr. Incredible), Samuel L. Jackson (Lucius Best/Frozone), Holly Hunter (Helen Parr/Elastigirl), Jason Lee (Buddy Pine/Syndrome)"
78,78. Gran Torino,tt1205489,8.1,PG,1h 56m,Gran Torino,78. Gran Torino,https://www.boxofficemojo.com/title/tt1205489/,Gran Torino (2008),"$269,958,228","$148,095,302","$121,862,926",Clint Eastwood,"Clint Eastwood (Walt Kowalski), Bee Vang (Thao), Christopher Carley (Father Janovich), Ahney Her (Sue)"
79,79. Doctor Strange,tt1211837,7.5,2008,1h 55m,Doctor Strange,79. Doctor Strange,https://www.boxofficemojo.com/title/tt1211837/,Doctor Strange (2016),"$677,796,833","$232,641,920","$445,154,156",Scott Derrickson,"Benedict Cumberbatch (Dr. Stephen Strange), Chiwetel Ejiofor (Mordo), Rachel McAdams (Dr. Christine Palmer), Benedict Wong (Wong)"
80,80. Oppenheimer,tt15398776,8.3,2h 6m,3h,Oppenheimer,80. Oppenheimer,https://www.boxofficemojo.com/title/tt15398776/,Oppenheimer (2023),"$975,594,978","$329,862,540","$645,732,438",Christopher Nolan,"Cillian Murphy (J. Robert Oppenheimer), Emily Blunt (Kitty Oppenheimer), Matt Damon (Leslie Groves), Robert Downey Jr. (Lewis Strauss)"
81,81. How to Train Your Dragon,tt0892769,8.1,PG-13,1h 38m,How to Train Your Dragon,81. How to Train Your Dragon,https://www.boxofficemojo.com/title/tt0892769/,How to Train Your Dragon (2010),"$277,569,374","$270,745","$277,298,240",Dean DeBlois,"Jay Baruchel (Hiccup), Gerard Butler (Stoick), Christopher Mintz-Plasse (Fishlegs), Craig Ferguson (Gobber)"
82,82. Kill Bill: Vol. 2,tt0378194,8.0,2015,2h 17m,Kill Bill: Vol. 2,82. Kill Bill: Vol. 2,https://www.boxofficemojo.com/title/tt0378194/,Kill Bill: Vol. 2 (2004),"$154,118,514","$66,208,183","$87,908,974",Quentin Tarantino,"Uma Thurman (Beatrix Kiddo aka The Bride aka Black Mamba aka Mommy), David Carradine (Bill aka Snake Charmer), Michael Madsen (Budd aka Sidewinder), Daryl Hannah (Elle Driver aka California Mountain Snake)"
83,83. Man of Steel,tt0770828,7.1,2h,2h 23m,Man of Steel,83. Man of Steel,https://www.boxofficemojo.com/title/tt0770828/,Man of Steel (2013),"$670,145,518","$291,045,518","$379,100,000",Zack Snyder,"Henry Cavill (Clark Kent/Kal-El), Amy Adams (Lois Lane), Michael Shannon (General Zod), Diane Lane (Martha Kent)"
84,84. City of God,tt0317248,8.6,R,2h 10m,City of God,84. City of God,https://www.boxofficemojo.com/title/tt0317248/,City of God (2002),"$30,680,793","$7,564,459","$23,116,334",Fernando Meirelles,"Alexandre Rodrigues (Buscapé), Leandro Firmino (Zé Pequeno), Matheus Nachtergaele (Sandro Cenoura), Phellipe Haagensen (Bené)"
85,85. Amélie,tt0211915,8.3,2003,2h 2m,Amélie,85. Amélie,https://www.boxofficemojo.com/title/tt0211915/,Amélie (2001),"$175,183,052","$33,712,444","$141,317,403",Jean-Pierre Jeunet,"Audrey Tautou (Amélie Poulain), Mathieu Kassovitz (Nino Quincampoix), Rufus (Raphaël Poulain), Lorella Cravotta (Amandine Poulain)"
86,86. Sin City,tt0401792,8.0,1h 40m,2h 4m,Sin City,86. Sin City,https://www.boxofficemojo.com/title/tt0401792/,Sin City (2005),"$158,733,820","$74,103,820","$84,630,000",Frank Miller,"Mickey Rourke (Marv), Clive Owen (Dwight), Bruce Willis (Hartigan), Jessica Alba (Nancy)"
87,87. Knives Out,tt8946378,7.9,G,2h 10m,Knives Out,87. Knives Out,https://www.boxofficemojo.com/title/tt8946378/,Knives Out (2019),"$312,897,920","$165,363,234","$147,534,686",Rian Johnson,"Daniel Craig (Benoit Blanc), Chris Evans (Ransom Drysdale), Ana de Armas (Marta Cabrera), Jamie Lee Curtis (Linda Drysdale)"
88,88. Arrival,tt2543164,7.9,2002,1h 56m,Arrival,88. Arrival,https://www.boxofficemojo.com/title/tt2543164/,Arrival (2016),"$212,758,656","$100,546,139","$112,212,517",Denis Villeneuve,"Amy Adams (Louise Banks), Jeremy Renner (Ian Donnelly), Forest Whitaker (Colonel Weber), Michael Stuhlbarg (Agent Halpern)"
89,89. Pirates of the Caribbean: Dead Man's Chest,tt0383574,7.4,2h 21m,2h 31m,Pirates of the Caribbean: Dead Man's Chest,89. Pirates of the Caribbean: Dead Man's Chest,https://www.boxofficemojo.com/title/tt0383574/,Pirates of the Caribbean: Dead Man's Chest (2006),"$1,066,179,747","$423,315,812","$642,863,935",Gore Verbinski,"Johnny Depp (Jack Sparrow), Orlando Bloom (Will Turner), Keira Knightley (Elizabeth Swann), Jack Davenport (Norrington)"
90,90. Guardians of the Galaxy Vol. 2,tt3896198,7.6,PG-13,2h 16m,Guardians of the Galaxy Vol. 2,90. Guardians of the Galaxy Vol. 2,https://www.boxofficemojo.com/title/tt3896198/,Guardians of the Galaxy Vol. 2 (2017),"$863,756,903","$389,813,101","$473,942,950",James Gunn,"Chris Pratt (Peter Quill/Star-Lord), Zoe Saldana (Gamora), Dave Bautista (Drax), Vin Diesel (Baby Groot)"
91,91. The Social Network,tt1285016,7.8,2004,2h,The Social Network,91. The Social Network,https://www.boxofficemojo.com/title/tt1285016/,The Social Network (2010),"$224,927,749","$96,962,694","$127,957,681",Mark Zuckerberg,"Jesse Eisenberg (Mark Zuckerberg), Andrew Garfield (Eduardo Saverin), Justin Timberlake (Sean Parker), Rooney Mara (Erica Albright)"
92,92. Star Wars: Episode II - Attack of the Clones,tt0121765,6.6,1h 48m,2h 22m,Star Wars: Episode II - Attack of the Clones,92. Star Wars: Episode II - Attack of the Clones,https://www.boxofficemojo.com/title/tt0121765/,Star Wars: Episode II - Attack of the Clones (2002),"$653,780,724","$310,676,740","$343,103,230",George Lucas,"Hayden Christensen (Anakin Skywalker), Natalie Portman (Padmé), Ewan McGregor (Obi-Wan Kenobi), Christopher Lee (Count Dooku)"
93,93. Batman v Superman: Dawn of Justice,tt2975590,6.5,R,2h 31m,Batman v Superman: Dawn of Justice,93. Batman v Superman: Dawn of Justice,https://www.boxofficemojo.com/title/tt2975590/,Batman v Superman: Dawn of Justice (2016),"$874,362,803","$330,360,194","$544,002,609",Zack Snyder,"Ben Affleck (Bruce Wayne/Batman), Henry Cavill (Clark Kent/Superman), Amy Adams (Lois), Jesse Eisenberg (Lex Luthor)"
94,94. John Wick,tt2911666,7.4,2014,1h 41m,John Wick,94. John Wick,https://www.boxofficemojo.com/title/tt2911666/,John Wick (2014),"$86,085,139","$43,037,835","$43,047,304",Chad Stahelski,"Keanu Reeves (John Wick), Michael Nyqvist (Viggo Tarasov), Alfie Allen (Iosef Tarasov), Willem Dafoe (Marcus)"
95,95. X-Men: Days of Future Past,tt1877832,7.9,2h 29m,2h 12m,X-Men: Days of Future Past,95. X-Men: Days of Future Past,https://www.boxofficemojo.com/title/tt1877832/,X-Men: Days of Future Past (2014),"$746,045,700","$233,921,534","$512,124,166",Bryan Singer,"Patrick Stewart (Professor X), Ian McKellen (Magneto), Hugh Jackman (Logan/Wolverine), James McAvoy (Charles Xavier)"
96,96. Dunkirk,tt5013056,7.8,R,1h 46m,Dunkirk,96. Dunkirk,https://www.boxofficemojo.com/title/tt5013056/,Dunkirk (2017),"$533,678,728","$189,740,665","$343,886,071",Christopher Nolan,"Fionn Whitehead (Tommy), Barry Keoghan (George), Mark Rylance (Mr. Dawson), Tom Hardy (Farrier)"
97,97. Edge of Tomorrow,tt1631867,7.9,2007,1h 53m,Edge of Tomorrow,97. Edge of Tomorrow,https://www.boxofficemojo.com/title/tt1631867/,Edge of Tomorrow (2014),"$377,044,245","$100,206,256","$276,808,977",Doug Liman,"Tom Cruise (Cage), Emily Blunt (Rita), Bill Paxton (Master Sergeant Farell), Brendan Gleeson (General Brigham)"
