Title,Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
Eighth Grade,Eighth Grade (2018),tt7014006,7.4,2018,1h 33m,https://www.boxofficemojo.com/title/tt7014006/,"$14,347,433","$13,539,709","$807,724",Bo Burnham,"Elsie Fisher (Kayla Day), Josh Hamilton (Mark Day), Emily Robinson (Olivia), Jake Ryan (Gabe)"
Entourage,Entourage (2015),tt1674771,6.5,2015,1h 44m,https://www.boxofficemojo.com/title/tt1674771/,"$49,263,404","$32,363,404","$16,900,000",Doug Ellin,"Adrian Grenier (Vince), Kevin Connolly (Eric), Jerry Ferrara (Turtle), Kevin Dillon (Johnny Drama)"
Delivery Man,Delivery Man (2013),tt2387559,6.3,2013,1h 45m,https://www.boxofficemojo.com/title/tt2387559/,"$53,120,346","$30,664,106","$22,456,240",Ken Scott,"Vince Vaughn (David), Chris Pratt (Brett), Cobie Smulders (Emma), Jack Reynor (Josh)"
Unfriended,Unfriended (2014),tt3713166,5.6,2014,1h 23m,https://www.boxofficemojo.com/title/tt3713166/,"$62,882,090","$32,482,090","$30,400,000",Levan Gabriadze,"Heather Sossaman (Laura), Matthew Bohrer (Matt), Courtney Halverson (Val), Shelley Hennig (Blaire)"
Girl with a Pearl Earring,Girl with a Pearl Earring (2003),tt0335119,6.9,2003,1h 40m,https://www.boxofficemojo.com/title/tt0335119/,"$33,030,115","$11,670,971","$21,359,144",Peter Webber,"Scarlett Johansson (Griet), Colin Firth (Vermeer), Tom Wilkinson (Van Ruijven), Judy Parfitt (Maria Thins)"
Machete Kills,Machete Kills (2013),tt2002718,5.6,2013,1h 47m,https://www.boxofficemojo.com/title/tt2002718/,"$17,537,186","$8,008,161","$9,529,025",Robert Rodriguez,"Danny Trejo (Machete), Alexa PenaVega (KillJoy), Mel Gibson (Voz), Jessica Alba (Sartana)"
A Wednesday,A Wednesday (2008),tt1280558,8.1,2008,1h 44m,https://www.boxofficemojo.com/title/tt1280558/,"$3,256,911",–,"$3,256,911",Neeraj Pandey,"Anupam Kher (Prakash Rathod), Naseeruddin Shah (The Common Man), Virendra Saxena (Babu), Mahesh Kanual (Stranger at Police Station)"
Inkheart,Inkheart (2008),tt0494238,6.1,2008,1h 46m,https://www.boxofficemojo.com/title/tt0494238/,"$62,803,180","$17,303,424","$45,499,756",Iain Softley,"Brendan Fraser (Mo), Andy Serkis (Capricorn), Eliza Bennett (Meggie), Sienna Guillory (Resa)"
Outlaw King,Outlaw King (2018),tt6679794,6.9,2018,2h 1m,https://www.boxofficemojo.com/title/tt6679794/,–,–,–,David Mackenzie,"Chris Pine (Robert Bruce, Earl of Carrick), Stephen Dillane (King Edward I of England), Rebecca Robin (Queen Margaret of England), Billy Howle (Edward, Prince of Wales)"
The Good Nurse,The Good Nurse (2022),tt4273800,6.8,2022,2h 1m,https://www.boxofficemojo.com/title/tt4273800/,"$14,943",–,"$14,943",Tobias Lindholm,"Eddie Redmayne (Charlie Cullen), Denise Pillott (Nurse 1), Dartel McRae (Nurse 2), Joseph Fugelo (Dr. Collins)"
The Kite Runner,The Kite Runner (2007),tt0419887,7.6,2007,2h 8m,https://www.boxofficemojo.com/title/tt0419887/,"$75,011,029","$15,800,078","$59,210,951",Marc Forster,"Khalid Abdalla (Amir), Ahmad Khan Mahmoodzada (Young Hassan), Atossa Leoni (Soraya), Shaun Toub (Rahim Khan)"
The Fourth Kind,The Fourth Kind (2009),tt1220198,5.9,2009,1h 38m,https://www.boxofficemojo.com/title/tt1220198/,"$47,719,794","$25,486,040","$22,233,754",Olatunde Osunsanmi,"Milla Jovovich (Abbey Tyler/Self), Elias Koteas (Abel Campos), Will Patton (Sheriff August), Hakeem Kae-Kazim (Awolowa Odusami)"
Climax,Climax (2018),tt8359848,6.9,2018,1h 37m,https://www.boxofficemojo.com/title/tt8359848/,"$1,696,269","$817,339","$878,930",Gaspar Noé,"Sofia Boutella (Selva), Romain Guillermic (David), Souheila Yacoub (Lou), Kiddy Smile (Daddy)"
The Boy and the Heron,The Boy and the Heron (2023),tt6587046,7.4,2023,2h 4m,https://www.boxofficemojo.com/title/tt6587046/,"$172,766,713","$46,832,867","$125,933,846",Hayao Miyazaki,"Soma Santoki (Mahito Maki), Masaki Suda (The Grey Heron), Kô Shibasaki (Kiriko), Aimyon (Himi)"
Frank,Frank (2014),tt1605717,6.9,2014,1h 35m,https://www.boxofficemojo.com/title/tt1605717/,"$2,524,835","$645,186","$1,879,649",Lenny Abrahamson,"Michael Fassbender (Frank), Domhnall Gleeson (Jon Burroughs), Maggie Gyllenhaal (Clara), Moira Brooker (Jon's Mother)"
Four Christmases,Four Christmases (2008),tt0369436,5.7,2008,1h 28m,https://www.boxofficemojo.com/title/tt0369436/,"$164,112,721","$120,146,040","$43,966,681",Seth Gordon,"Reese Witherspoon (Kate), Vince Vaughn (Brad), Mary Steenburgen (Marilyn), Robert Duvall (Howard)"
The Dukes of Hazzard,The Dukes of Hazzard (2005),tt0377818,5.1,2005,1h 44m,https://www.boxofficemojo.com/title/tt0377818/,"$111,069,515","$80,270,227","$30,799,288",Jay Chandrasekhar,"Seann William Scott (Bo Duke), Johnny Knoxville (Luke Duke), Jessica Simpson (Daisy Duke), Alice Greczyn (Laurie Pullman)"
Assault on Precinct 13,Assault on Precinct 13 (2005),tt0398712,6.3,2005,1h 49m,https://www.boxofficemojo.com/title/tt0398712/,"$35,294,470","$20,040,895","$15,253,575",Jean-François Richet,"Ethan Hawke (Sgt. Jake Roenick), Laurence Fishburne (Marion Bishop), Gabriel Byrne (Capt. Marcus Duvall), Maria Bello (Dr. Alex Sabian)"
Premonition,Premonition (2007),tt0477071,5.9,2007,1h 36m,https://www.boxofficemojo.com/title/tt0477071/,"$84,297,309","$47,852,604","$36,444,705",Mennan Yapo,"Sandra Bullock (Linda Hanson), Julian McMahon (Jim Hanson), Amber Valletta (Claire), Shyann McClure (Megan Hanson)"
Underworld: Blood Wars,Underworld: Blood Wars (2016),tt3717252,5.8,2016,1h 31m,https://www.boxofficemojo.com/title/tt3717252/,"$81,093,313","$30,353,973","$50,739,340",Anna Foerster,"Kate Beckinsale (Selene), Theo James (David), Tobias Menzies (Marius), Lara Pulver (Semira)"
Space Jam: A New Legacy,Space Jam: A New Legacy (2021),tt3554046,4.5,2021,1h 55m,https://www.boxofficemojo.com/title/tt3554046/,"$163,692,228","$70,592,228","$93,100,000",LeBron James,"LeBron James (LeBron James), Don Cheadle (Al G. Rhythm), Cedric Joe (Dom James), Khris Davis (Malik)"
What If,What If (2013),tt1486834,6.8,2013,1h 38m,https://www.boxofficemojo.com/title/tt1486834/,"$8,526,288","$3,493,000","$5,033,288",Michael Dowse,"Daniel Radcliffe (Wallace), Zoe Kazan (Chantry), Megan Park (Dalia), Adam Driver (Allan)"
A Ghost Story,A Ghost Story (2017),tt6265828,6.8,2017,1h 32m,https://www.boxofficemojo.com/title/tt6265828/,"$1,951,683","$1,596,371","$355,312",David Lowery,"Casey Affleck (C), Rooney Mara (M), McColm Cephas Jr. (Little Boy), Kenneisha Thompson (Doctor)"
Boss Level,Boss Level (2020),tt7638348,6.8,2020,1h 40m,https://www.boxofficemojo.com/title/tt7638348/,"$1,753,823",–,"$1,753,823",Joe Carnahan,"Frank Grillo (Roy Pulver), Mel Gibson (Colonel Clive Ventor), Naomi Watts (Jemma Wells), Michelle Yeoh (Dai Feng)"
House at the End of the Street,House at the End of the Street (2012),tt1582507,5.5,2012,1h 41m,https://www.boxofficemojo.com/title/tt1582507/,"$44,287,131","$31,611,916","$12,675,215",Mark Tonderai,"Jennifer Lawrence (Elissa), Elisabeth Shue (Sarah), Max Thieriot (Ryan), Gil Bellows (Weaver)"
Rock of Ages,Rock of Ages (2012),tt1336608,5.9,2012,2h 3m,https://www.boxofficemojo.com/title/tt1336608/,"$59,418,613","$38,518,613","$20,900,000",Adam Shankman,"Julianne Hough (Sherrie Christian), Diego Boneta (Drew Boley), Tom Cruise (Stacee Jaxx), Alec Baldwin (Dennis Dupree)"
The Words,The Words (2012),tt1840417,7.0,2012,1h 42m,https://www.boxofficemojo.com/title/tt1840417/,"$15,950,164","$11,494,838","$4,455,326",Brian Klugman,"Bradley Cooper (Rory Jansen), Dennis Quaid (Clay Hammond), Olivia Wilde (Daniella), Zoe Saldana (Dora Jansen)"
Café Society,Café Society (2016),tt4513674,6.6,2016,1h 36m,https://www.boxofficemojo.com/title/tt4513674/,"$43,763,247","$11,103,205","$32,660,042",Woody Allen,"Jesse Eisenberg (Bobby), Kristen Stewart (Vonnie), Steve Carell (Phil Stern), Blake Lively (Veronica)"
Awake,Awake (2007),tt0211933,6.5,2007,1h 24m,https://www.boxofficemojo.com/title/tt0211933/,"$32,730,062","$14,377,198","$18,352,864",Joby Harold,"Hayden Christensen (Clay Beresford), Jessica Alba (Sam Lockwood), Terrence Howard (Dr. Jack Harper), Lena Olin (Lilith Beresford)"
Holidate,Holidate (2020),tt9866072,6.2,2020,1h 44m,https://www.boxofficemojo.com/title/tt9866072/,–,–,–,John Whitesell,"Emma Roberts (Sloane), Luke Bracey (Jackson), Kristin Chenoweth (Aunt Susan), Frances Fisher (Elaine)"
The Mountain Between Us,The Mountain Between Us (2017),tt2226597,6.4,2017,1h 52m,https://www.boxofficemojo.com/title/tt2226597/,"$62,832,209","$30,348,555","$32,483,654",Hany Abu-Assad,"Kate Winslet (Alex Martin), Idris Elba (Ben Bass), Beau Bridges (Walter), Dermot Mulroney (Mark)"
Bad Lieutenant: Port of Call New Orleans,Bad Lieutenant: Port of Call New Orleans (2009),tt1095217,6.6,2009,2h 2m,https://www.boxofficemojo.com/title/tt1095217/,"$10,606,422","$1,702,112","$8,904,310",Werner Herzog,"Nicolas Cage (Terence McDonagh), Eva Mendes (Frankie Donnenfield), Russell M. Haeuser (A 'John'), Val Kilmer (Stevie Pruit)"
Dara of Jasenovac,Dara of Jasenovac (2020),tt10554232,8.1,2020,2h 10m,https://www.boxofficemojo.com/title/tt10554232/,"$52,786","$52,786",–,Predrag Antonijevic,"Biljana Cekic (Dara Ilic), Zlatan Vidovic (Mile Ilic), Anja Stanic (Nada Ilic), Luka Saranovic (Bude Ilic)"
The Fundamentals of Caring,The Fundamentals of Caring (2016),tt2452386,7.3,2016,1h 37m,https://www.boxofficemojo.com/title/tt2452386/,–,–,–,Rob Burnett,"Craig Roberts (Trevor), Paul Rudd (Ben Benjamin), Selena Gomez (Dot), Alex Huff (Jodi)"
Gridiron Gang,Gridiron Gang (2006),tt0421206,7.1,2006,2h 5m,https://www.boxofficemojo.com/title/tt0421206/,"$41,480,851","$38,432,823","$3,048,028",Phil Joanou,"Dwayne Johnson (Sean Porter), Xzibit (Malcolm Moore), L. Scott Caldwell (Bobbi Porter), Leon Rippy (Paul Higa)"
Charlie's Angels,Charlie's Angels (2019),tt5033998,5.0,2019,1h 58m,https://www.boxofficemojo.com/title/tt5033998/,"$73,279,888","$17,803,077","$55,476,811",Elizabeth Banks,"Kristen Stewart (Sabina Wilson), Naomi Scott (Elena Houghlin), Ella Balinska (Jane Kano), Elizabeth Banks (Boz)"
Red Dawn,Red Dawn (2012),tt1234719,5.3,2012,1h 33m,https://www.boxofficemojo.com/title/tt1234719/,"$50,950,296","$44,806,783","$6,143,513",Dan Bradley,"Chris Hemsworth (Jed Eckert), Isabel Lucas (Erica Martin), Josh Hutcherson (Robert Kitner), Josh Peck (Matt Eckert)"
A Most Wanted Man,A Most Wanted Man (2014),tt1972571,6.7,2014,2h 2m,https://www.boxofficemojo.com/title/tt1972571/,"$36,233,517","$17,237,855","$18,995,662",Anton Corbijn,"Philip Seymour Hoffman (Günther Bachmann), Rachel McAdams (Annabel Richter), Daniel Brühl (Maximilian), Robin Wright (Martha Sullivan)"
Peter Pan,Peter Pan (2003),tt0316396,6.8,2003,1h 53m,https://www.boxofficemojo.com/title/tt0316396/,"$121,975,011","$48,462,608","$73,512,403",P.J. Hogan,"Jeremy Sumpter (Peter Pan), Jason Isaacs (Mr. Darling/Captain Hook), Olivia Williams (Mrs. Darling), Lynn Redgrave (Aunt Millicent)"
The Wedding Ringer,The Wedding Ringer (2015),tt0884732,6.6,2015,1h 41m,https://www.boxofficemojo.com/title/tt0884732/,"$79,799,880","$64,460,211","$15,339,669",Jeremy Garelick,"Kevin Hart (Jimmy Callahan/Bic), Josh Gad (Doug Harris), Kaley Cuoco (Gretchen Palmer), Affion Crockett (Reggie/Drysdale)"
Blue Ruin,Blue Ruin (2013),tt2359024,7.1,2013,1h 30m,https://www.boxofficemojo.com/title/tt2359024/,"$993,313","$258,384","$734,929",Jeremy Saulnier,"Macon Blair (Dwight), Devin Ratray (Ben Gaffney), Amy Hargreaves (Sam), Kevin Kolack (Teddy Cleland)"
Miss Congeniality 2: Armed & Fabulous,Miss Congeniality 2: Armed & Fabulous (2005),tt0385307,5.2,2005,1h 55m,https://www.boxofficemojo.com/title/tt0385307/,"$101,393,569","$48,478,006","$52,915,563",John Pasquin,"Sandra Bullock (Gracie Hart), Regina King (Sam Fuller), William Shatner (Stan Fields), Enrique Murciano (Jeff Foreman)"
Norbit,Norbit (2007),tt0477051,4.2,2007,1h 42m,https://www.boxofficemojo.com/title/tt0477051/,"$159,814,490","$95,673,607","$64,140,883",Brian Robbins,"Eddie Murphy (Norbit/Rasputia/Mr. Wong), Thandiwe Newton (Kate Thomas), Terry Crews (Big Jack Latimore), Clifton Powell (Earl Latimore)"
Wanderlust,Wanderlust (2012),tt1655460,5.6,2012,1h 38m,https://www.boxofficemojo.com/title/tt1655460/,"$23,812,816","$17,450,535","$6,362,281",David Wain,"Jennifer Aniston (Linda Gergenblatt), Paul Rudd (George Gergenblatt), Malin Akerman (Eva), Justin Theroux (Seth)"
A Dog's Purpose,A Dog's Purpose (2017),tt1753383,7.2,2017,1h 40m,https://www.boxofficemojo.com/title/tt1753383/,"$205,035,819","$64,508,620","$140,527,199",Lasse Hallström,"Josh Gad (Bailey/Ellie/Tino/Buddy), Dennis Quaid (Adult Ethan), Peggy Lipton (Adult Hannah), Bryce Gheisar (Ethan - 8 Years Old)"
Black Book,Black Book (2006),tt0389557,7.7,2006,2h 25m,https://www.boxofficemojo.com/title/tt0389557/,"$26,768,563","$4,398,532","$22,370,031",Paul Verhoeven,"Carice van Houten (Rachel Stein/Ellis de Vries), Sebastian Koch (Ludwig Müntze), Thom Hoffman (Hans Akkermans), Halina Reijn (Ronnie)"
Seventh Son,Seventh Son (2014),tt1121096,5.5,2014,1h 42m,https://www.boxofficemojo.com/title/tt1121096/,"$114,178,613","$17,223,265","$96,955,348",Sergei Bodrov,"Ben Barnes (Tom Ward), Julianne Moore (Mother Malkin), Jeff Bridges (Master Gregory), Alicia Vikander (Alice)"
Fresh,Fresh (2022),tt13403046,6.7,2022,1h 54m,https://www.boxofficemojo.com/title/tt13403046/,–,–,–,Mimi Cave,"Daisy Edgar-Jones (Noa), Sebastian Stan (Steve), Jojo T. Gibbs (Mollie), Andrea Bang (Penny)"
Dark Skies,Dark Skies (2013),tt2387433,6.3,2013,1h 37m,https://www.boxofficemojo.com/title/tt2387433/,"$27,858,103","$17,418,667","$10,439,436",Scott Stewart,"Keri Russell (Lacy Barrett), Jake Brennan (Bobby Jessop), Josh Hamilton (Daniel Barrett), Dakota Goyo (Jesse Barrett)"
The Infiltrator,The Infiltrator (2016),tt1355631,7.0,2016,2h 7m,https://www.boxofficemojo.com/title/tt1355631/,"$21,011,110","$15,436,808","$5,574,302",Brad Furman,"Bryan Cranston (Robert Mazur), John Leguizamo (Emir Abreu), Diane Kruger (Kathy Ertz), Amy Ryan (Bonni Tischler)"
The Iceman,The Iceman (2012),tt1491044,6.8,2012,1h 46m,https://www.boxofficemojo.com/title/tt1491044/,"$4,552,970","$1,969,193","$2,583,777",Ariel Vromen,"Michael Shannon (Richard Kuklinski), Chris Evans (Mr. Freezy), James Franco (Marty Freeman), Winona Ryder (Deborah Pellicotti)"
Mid90s,Mid90s (2018),tt5613484,7.4,2018,1h 25m,https://www.boxofficemojo.com/title/tt5613484/,"$9,303,022","$7,362,439","$1,940,583",Jonah Hill,"Sunny Suljic (Stevie), Katherine Waterston (Dabney), Lucas Hedges (Ian), Na-kel Smith (Ray)"
Doomsday,Doomsday (2008),tt0483607,5.9,2008,1h 45m,https://www.boxofficemojo.com/title/tt0483607/,"$22,472,631","$11,008,770","$11,463,861",Neil Marshall,"Rhona Mitra (Eden Sinclair), Bob Hoskins (Bill Nelson), Alexander Siddig (John Hatcher), Caryn Peterson (Vagrant Girl)"
Unhinged,Unhinged (2020),tt10059518,6.0,2020,1h 30m,https://www.boxofficemojo.com/title/tt10059518/,"$44,331,465","$20,831,465","$23,500,000",Derrick Borte,"Russell Crowe (Man), Caren Pistorius (Rachel), Gabriel Bateman (Kyle), Jimmi Simpson (Andy)"
Into the Blue,Into the Blue (2005),tt0378109,5.9,2005,1h 50m,https://www.boxofficemojo.com/title/tt0378109/,"$46,117,696","$18,801,234","$27,316,462",John Stockwell,"Paul Walker (Jared), Jessica Alba (Sam), Scott Caan (Bryce), Ashley Scott (Amanda)"
Fear Street: Part Two - 1978,Fear Street: Part Two - 1978 (2021),tt9701940,6.7,2021,1h 49m,https://www.boxofficemojo.com/title/tt9701940/,–,–,–,Leigh Janiak,"Sadie Sink (Ziggy Berman), Emily Rudd (Cindy Berman), Ryan Simpkins (Alice), McCabe Slye (Tommy Slater)"
Troll Hunter,Troll Hunter (2010),tt1740707,6.9,2010,1h 43m,https://www.boxofficemojo.com/title/tt1740707/,"$5,341,098","$253,444","$5,087,654",André Øvredal,"Otto Jespersen (Hans, trolljegeren), Robert Stoltenberg (Polsk bjørnejeger), Knut Nærum (E-verkssjef), Glenn Erland Tosterud (Thomas)"
Bodies Bodies Bodies,Bodies Bodies Bodies (2022),tt8110652,6.2,2022,1h 34m,https://www.boxofficemojo.com/title/tt8110652/,"$13,929,670","$11,446,602","$2,483,068",Halina Reijn,"Amandla Stenberg (Sophie), Maria Bakalova (Bee), Myha'la (Jordan), Rachel Sennott (Alice)"
Beastly,Beastly (2011),tt1152398,5.5,2011,1h 26m,https://www.boxofficemojo.com/title/tt1152398/,"$43,202,283","$27,865,571","$15,336,712",Daniel Barnz,"Alex Pettyfer (Kyle), Vanessa Hudgens (Lindy), Mary-Kate Olsen (Kendra), Justin Bradley (Student)"
Wolf Creek,Wolf Creek (2005),tt0416315,6.2,2005,1h 39m,https://www.boxofficemojo.com/title/tt0416315/,"$30,894,796","$16,188,180","$14,706,616",Greg McLean,"Nathan Phillips (Ben Mitchell), Cassandra Magrath (Liz Hunter), Kestie Morassi (Kristy Earl), John Jarratt (Mick Taylor)"
Dragonball Evolution,Dragonball Evolution (2009),tt1098327,2.5,2009,1h 25m,https://www.boxofficemojo.com/title/tt1098327/,"$55,720,772","$9,362,785","$46,357,987",James Wong,"Justin Chatwin (Goku), James Marsters (Lord Piccolo), Chow Yun-Fat (Roshi), Emmy Rossum (Bulma)"
[Rec]²,[Rec]² (2009),tt1245112,6.5,2009,1h 25m,https://www.boxofficemojo.com/title/tt1245112/,"$18,853,164","$27,766","$18,825,398",Jaume Balagueró,"Jonathan D. Mellor (Dr. Owen), Manuela Velasco (Ángela Vidal), Óscar Zafra (Jefe), Ariel Casas (Larra)"
No Reservations,No Reservations (2007),tt0481141,6.3,2007,1h 44m,https://www.boxofficemojo.com/title/tt0481141/,"$92,601,050","$43,107,979","$49,493,071",Scott Hicks,"Catherine Zeta-Jones (Kate), Aaron Eckhart (Nick), Abigail Breslin (Zoe), Patricia Clarkson (Paula)"
Cold Pursuit,Cold Pursuit (2019),tt5719748,6.2,2019,1h 59m,https://www.boxofficemojo.com/title/tt5719748/,"$76,419,755","$32,138,862","$44,280,893",Hans Petter Moland,"Liam Neeson (Nels Coxman), Laura Dern (Grace Coxman), Micheál Neeson (Kyle Coxman), Michael Eklund (Speedo)"
Hitchcock,Hitchcock (2012),tt0975645,6.8,2012,1h 38m,https://www.boxofficemojo.com/title/tt0975645/,"$27,039,669","$6,008,677","$21,030,992",Alfred Hitchcock,"Anthony Hopkins (Alfred Hitchcock), Helen Mirren (Alma Reville), Scarlett Johansson (Janet Leigh), Danny Huston (Whitfield Cook)"
Open Range,Open Range (2003),tt0316356,7.4,2003,2h 19m,https://www.boxofficemojo.com/title/tt0316356/,"$68,296,293","$58,331,254","$9,965,039",Kevin Costner,"Kevin Costner (Charley Waite), Robert Duvall (Boss Spearman), Diego Luna (Button), Abraham Benrubi (Mose)"
Only the Brave,Only the Brave (2017),tt3829920,7.6,2017,2h 14m,https://www.boxofficemojo.com/title/tt3829920/,"$26,351,322","$18,343,983","$8,007,339",Joseph Kosinski,"Josh Brolin (Eric Marsh), Miles Teller (Brendan McDonough), Jeff Bridges (Duane Steinbrink), Jennifer Connelly (Amanda Marsh)"
The Book of Life,The Book of Life (2014),tt2262227,7.2,2014,1h 35m,https://www.boxofficemojo.com/title/tt2262227/,"$99,783,556","$50,151,543","$49,632,013",Jorge R. Gutiérrez,"Diego Luna (Manolo), Zoe Saldana (Maria), Channing Tatum (Joaquin), Ron Perlman (Xibalba)"
Mr. Peabody & Sherman,Mr. Peabody & Sherman (2014),tt0864835,6.8,2014,1h 32m,https://www.boxofficemojo.com/title/tt0864835/,"$275,698,039","$111,506,430","$164,191,609",Rob Minkoff,"Ty Burrell (Mr. Peabody), Max Charles (Sherman), Stephen Colbert (Paul Peterson), Leslie Mann (Patty Peterson)"
Dunki,Dunki (2023),tt15428134,6.5,2023,2h 40m,https://www.boxofficemojo.com/title/tt15428134/,"$15,473,051","$7,460,159","$8,012,892",Rajkumar Hirani,"Taapsee Pannu (Manu Randhawa), Ryan Cretney (Ward Boy), Priya Sindher (Patel Office Staff), Ketan Desai (Patel Office Staff)"
Sooryavanshi,Sooryavanshi (2021),tt9531772,5.9,2021,2h 25m,https://www.boxofficemojo.com/title/tt9531772/,"$6,984,082","$3,547,776","$3,436,306",Rohit Shetty,"Akshay Kumar (Veer Sooryavanshi), Katrina Kaif (Ria Sooryavanshi), Ajay Devgn (Bajirao Singham), Ranveer Singh (Sangram Bhalerao (Simmba))"
Speed Racer,Speed Racer (2008),tt0811080,6.1,2008,2h 15m,https://www.boxofficemojo.com/title/tt0811080/,"$93,945,766","$43,945,766","$50,000,000",Lana Wachowski,"Emile Hirsch (Speed), Matthew Fox (Racer X), Christina Ricci (Trixie), Nicholas Elia (Young Speed Racer)"
High Tension,High Tension (2003),tt0338095,6.7,2003,1h 31m,https://www.boxofficemojo.com/title/tt0338095/,"$6,291,958","$3,681,066","$2,610,892",Alexandre Aja,"Cécile de France (Marie), Maïwenn (Alex), Philippe Nahon (Le tueur), Franck Khalfoun (Jimmy)"
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train (2020),tt11032374,8.2,2020,1h 57m,https://www.boxofficemojo.com/title/tt11032374/,"$473,230,408","$49,505,008","$423,725,400",Haruo Sotozaki,"Natsuki Hanae (Kamado Tanjirô), Akari Kitô (Kamado Nezuko), Yoshitsugu Matsuoka (Hashibira Inosuke), Hiro Shimono (Agatsuma Zenitsu)"
